TableName,ID,EN_UK,EN_UK_Shorten,TH_TH,JP_JP,Comment,Comment_1,Comment_2
,69271645,Druid Book Shop Level 15,,,,,1057,93
,69337181,Ranger Book Shop Level 15,,,,,1058,93
,69402717,Mage Book Shop Level 15,,,,,1059,93
,69468253,Rogue Book Shop Level 15,,,,,1060,93
,69533789,Low Brooms,,,,,1061,93
,69599325,Medium Brooms,,,,,1062,93
,69664861,High Brooms,,,,,1063,93
,69730309,Wraith Charm Shop,,,,,1064,5
,69795845,Skeleton Charm Shop,,,,,1065,5
,69861381,Witch Fashion Shop,,,,,1066,5
,69927005,Castle Blacksmith Warrior,,,,,1067,93
,69992450,DO NOT USE Yule Mount Shop 2012,,,,,1068,2
,69992541,Castle Blacksmith Druid,,,,,1068,93
,70058077,Castle Blacksmith Ranger,,,,,1069,93
,70123613,Castle Blacksmith Mage,,,,,1070,93
,70189149,Castle Blacksmith Rogue,,,,,1071,93
,70254685,Armourer Redclaw Warrior,,,,,1072,93
,70320221,Armourer Redclaw Druid,,,,,1073,93
,70385757,Armourer Redclaw Ranger,,,,,1074,93
,70451293,Armourer Redclaw Mage,,,,,1075,93
,70516829,Armourer Redclaw Rogue,,,,,1076,93
,70582365,Luxury Items 2 Shields and Armour,,,,,1077,93
,70647901,Luxury Items 3 Jewellery,,,,,1078,93
,70713437,Winter2014 Lux Shop,,,,,1079,93
,70778973,Winter2014 Mount Shop,,,,,1080,93
,70844509,Spring2015 Luxury Shop,,,,,1081,93
,70910045,Spring2015 Mount Shop,,,,,1082,93
,70975581,Summer2015 Lux Shop,,,,,1083,93
,71041117,Summer2015 Mount Shop,,,,,1084,93
,71106653,Samhain2015 Mount Shop,,,,,1085,93
,71172189,Farcrag Lux Off hand 2015,,,,,1086,93
,71237725,Farcrag Lux Jewellery 2015,,,,,1087,93
,71303261,Farcrag Lux Shields and Armour 2015,,,,,1088,93
,71368710,Stonevale Lux Off Hand 2015,,,,,1089,6
,71434246,Stonevale Lux Jewellery 2015,,,,,1090,6
,71499782,Stonevale Lux Shields and Armour 2015,,,,,1091,6
,71565319,Winter2015 Lux Low,,,,,1092,7
,71630855,Winter2015 Lux Mid,,,,,1093,7
,71696399,Winter2015 Lux High,,,,,1094,15
,71762013,Winter2015 Mount Trader,,,,,1095,93
,71827463,Spring2016 Low Lux Vendor,,,,,1096,7
,71892999,Spring2016 Mid Level Lux,,,,,1097,7
,71958543,Spring2016 High Level Lux,,,,,1098,15
,131727362,Lost Giant Swing,,,,,2010,2
,131792898,Lost Strangling Vines,,,,,2011,2
,131858434,Lost Barbed Shot,,,,,2012,2
,131923970,Lost Cloak of Fire,,,,,2013,2
,131989506,Lost Rend,,,,,2014,2
,132055042,Lost Taunt,,,,,2015,2
,132120578,Lost Grasping Roots,,,,,2016,2
,132186114,Lost Light Heal,,,,,2017,2
,132251650,Lost Lure of Fire,,,,,2018,2
,132317186,Lost Poison Weapon,,,,,2019,2
,132382722,Lost Meditate,,,,,2020,2
,132448258,Lost Recuperate,,,,,2021,2
,132513794,Lost Frenzy,,,,,2022,2
,132579330,Lost Shield of Bark,,,,,2023,2
,132644866,Lost Bolas,,,,,2024,2
,132710402,Lost Energy Boost,,,,,2025,2
,132775938,Lost Fast Reflexes,,,,,2026,2
,132841474,Newbie Shop,,,,,2027,2
,132907010,Village Blacksmith Warrior,,,,,2028,2
,132972546,Village Blacksmith Druid,,,,,2029,2
,133038082,Village Blacksmith Ranger,,,,,2030,2
,133103618,Village Blacksmith Mage,,,,,2031,2
,133169154,Village Blacksmith Rogue,,,,,2032,2
,327680005,Tier 4 Quality 1 Shop Warrior,,,,,5000,5
,327745541,Tier 4 Quality 1 Shop Druid,,,,,5001,5
,327811077,Tier 4 Quality 1 Shop Ranger,,,,,5002,5
,327876613,Tier 4 Quality 1 Shop Mage,,,,,5003,5
,327942149,Tier 4 Quality 1 Shop Rogue,,,,,5004,5
,458752007,Otherworld Luxury Shop 1 Offhand Weapons,,,,,7000,7
,458817629,Magic Carpet Shop,,,,,7001,93
,465305607,LO_GRADE COLOUR 1 Warrior,,,,,7100,7
,465371143,LO_GRADE COLOUR 1 Druid,,,,,7101,7
,465436679,LO_GRADE COLOUR 1 Ranger,,,,,7102,7
,465502215,LO_GRADE COLOUR 1 Mage,,,,,7103,7
,465567751,LO_GRADE COLOUR 1 Rogue,,,,,7104,7
,465633287,LO_GRADE COLOUR 2 Warrior,,,,,7105,7
,465698823,LO_GRADE COLOUR 2 Druid,,,,,7106,7
,465764359,LO_GRADE COLOUR 2 Ranger,,,,,7107,7
,465829895,LO_GRADE COLOUR 2 Mage,,,,,7108,7
,465895431,LO_GRADE COLOUR 2 Rogue,,,,,7109,7
,465960967,LO_GRADE COLOUR 3 Warrior,,,,,7110,7
,466026503,LO_GRADE COLOUR 3 Druid,,,,,7111,7
,466092039,LO_GRADE COLOUR 3 Ranger,,,,,7112,7
,466157575,LO_GRADE COLOUR 3 Mage,,,,,7113,7
,466223111,LO_GRADE COLOUR 3 Rogue,,,,,7114,7
,466288647,LO_GRADE COLOUR 4 Warrior,,,,,7115,7
,466354183,LO_GRADE COLOUR 4 Druid,,,,,7116,7
,466419719,LO_GRADE COLOUR 4 Ranger,,,,,7117,7
,466485255,LO_GRADE COLOUR 4 Mage,,,,,7118,7
,466550791,LO_GRADE COLOUR 4 Rogue,,,,,7119,7
,466616327,LO_GRADE COLOUR 5 Warrior,,,,,7120,7
,466681863,LO_GRADE COLOUR 5 Druid,,,,,7121,7
,466747399,LO_GRADE COLOUR 5 Ranger,,,,,7122,7
,466812935,LO_GRADE COLOUR 5 Mage,,,,,7123,7
,466878471,LO_GRADE COLOUR 5 Rogue,,,,,7124,7
,471859207,HI_GRADE COLOUR 1 Warrior,,,,,7200,7
,471924743,HI_GRADE COLOUR 1 Druid,,,,,7201,7
,471990279,HI_GRADE COLOUR 1 Ranger,,,,,7202,7
,472055815,HI_GRADE COLOUR 1 Mage,,,,,7203,7
,472121351,HI_GRADE COLOUR 1 Rogue,,,,,7204,7
,472186887,HI_GRADE COLOUR 2 Warrior,,,,,7205,7
,472252423,HI_GRADE COLOUR 2 Druid,,,,,7206,7
,472317959,HI_GRADE COLOUR 2 Ranger,,,,,7207,7
,472383495,HI_GRADE COLOUR 2 Mage,,,,,7208,7
,472449031,HI_GRADE COLOUR 2 Rogue,,,,,7209,7
,472514567,HI_GRADE COLOUR 3 Warrior,,,,,7210,7
,472580103,HI_GRADE COLOUR 3 Druid,,,,,7211,7
,472645639,HI_GRADE COLOUR 3 Ranger,,,,,7212,7
,472711175,HI_GRADE COLOUR 3 Mage,,,,,7213,7
,472776711,HI_GRADE COLOUR 3 Rogue,,,,,7214,7
,472842247,HI_GRADE COLOUR 4 Warrior,,,,,7215,7
,472907783,HI_GRADE COLOUR 4 Druid,,,,,7216,7
,472973319,HI_GRADE COLOUR 4 Ranger,,,,,7217,7
,473038855,HI_GRADE COLOUR 4 Mage,,,,,7218,7
,473104391,HI_GRADE COLOUR 4 Rogue,,,,,7219,7
,473169927,HI_GRADE COLOUR 5 Warrior,,,,,7220,7
,473235463,HI_GRADE COLOUR 5 Druid,,,,,7221,7
,473300999,HI_GRADE COLOUR 5 Ranger,,,,,7222,7
,473366535,HI_GRADE COLOUR 5 Mage,,,,,7223,7
,473432071,HI_GRADE COLOUR 5 Rogue,,,,,7224,7
,478412807,Crystal 1 Warrior,,,,,7300,7
,478478343,Crystal 1 Rogue,,,,,7301,7
,478543879,Crystal 1 Ranger,,,,,7302,7
,478609415,Crystal 1 Mage,,,,,7303,7
,478674951,Crystal 1 Druid,,,,,7304,7
,478740487,Crystal 4 Warrior,,,,,7305,7
,478806023,Crystal 4 Rogue,,,,,7306,7
,478871559,Crystal 4 Ranger,,,,,7307,7
,478937095,Crystal 4 Mage,,,,,7308,7
,479002631,Crystal 4 Druid,,,,,7309,7
,479068167,Otherworld Luxury Shop 2 Shields and Armour,,,,,7310,7
,479133703,Otherworld Luxury Shop 3 Jewellery,,,,,7311,7
,589824009,Tier 3 Normal Shop Warrior,,,,,9000,9
,589889545,Tier 3 Normal Shop Druid,,,,,9001,9
,589955081,Tier 3 Normal Shop Ranger,,,,,9002,9
,590020617,Tier 3 Normal Shop Mage,,,,,9003,9
,590086153,Tier 3 Normal Shop Rogue,,,,,9004,9
,655360010,Caverns Luxury High 1 Offhand Weapons,,,,,10000,10
,655425546,Bone Warrior Low,,,,,10001,10
,655491082,Bone Rogue Low,,,,,10002,10
,655556618,Bone Ranger Low,,,,,10003,10
,655622154,Bone Druid Low,,,,,10004,10
,655687690,Bone Mage Low,,,,,10005,10
,655753226,Bone Warrior High,,,,,10006,10
,655818762,Bone Rogue High,,,,,10007,10
,655884298,Bone Ranger High,,,,,10008,10
,655949834,Bone Druid High,,,,,10009,10
,656015370,Bone Mage High,,,,,10010,10
,656080989,Beta Shop,,,,,10011,93
,656146442,Bone Warrior All,,,,,10012,10
,656211978,Bone Druid All,,,,,10013,10
,656277514,Bone Ranger All,,,,,10014,10
,656343050,Bone Mage All,,,,,10015,10
,656408586,Bone Rogue All,,,,,10016,10
,656474122,Caverns Luxury Low 1 Offhand Weapons,,,,,10017,10
,656539650,Male Summer Fashion Shop,,,,,10018,2
,656539658,Caverns Luxury Low 2 Shields and Armour,,,,,10018,10
,656605186,Female Summer Fashion Shop,,,,,10019,2
,656605194,Caverns Luxury Low 3 Jewellery,,,,,10019,10
,656670813,Summer Staff Shop,,,,,10020,93
,656736266,Caverns Luxury High 2 Shields and Armour,,,,,10021,10
,656801802,Caverns Luxury High 3 Jewellery,,,,,10022,10
,720896011,Locksmith Shop,,,,,11000,11
,720961547,Pirate Fashion,,,,,11001,11
,721027074,Male Wig Shop,,,,,11002,2
,721092610,Female Wig Shop,,,,,11003,2
,721158146,Yule Mount Shop 2012,,,,,11004,2
,721223682,Cheaty Shop,,,,,11005,2
,721289218,Bandage Wounds Shop,,,,,11006,2
,721354754,Armourer,,,,,11007,2
,721420290,Blacksmith,,,,,11008,2
,721485829,Tier 4 Quality 1 Shop All,,,,,11009,5
,721551453,Blacksmith All,,,,,11010,93
,721616899,Ancient Shop 2,,,,,11011,3
,721682441,Tier 3 Normal Shop All,,,,,11012,9
,721747970,Spice Shop,,,,,11013,2
,786432093,Halloween 2013 Broom Shop,,,,,12000,93
,786497629,Winter 2013 Lux Shop,,,,,12001,93
,786563165,Summer2014 Lux Shop,,,,,12002,93
,786628701,Fall 2014 Lux Shop,,,,,12003,93
,786694237,Fall 2014 Mount Shop,,,,,12004,93
,786759773,Winter2014 Mount Shop,,,,,12005,93
,786825309,Winter2014 Lux Shop,,,,,12006,93
,786890759,Samhain2015 Jewelry Lux 90,,,,,12007,7
,786956295,Samhain2015 Jewelry Lux 140,,,,,12008,7
,787021839,Samhain2015 Jewelry Lux 190,,,,,12009,15
,983040015,Tower Armour Low Vendor All Items,,,,,15000,15
,983105551,Tower Armour Low Vendor Warrior,,,,,15001,15
,983171087,Tower Armour Low Vendor Druid,,,,,15002,15
,983236623,Tower Armour Low Vendor Ranger,,,,,15003,15
,983302159,Tower Armour Low Vendor Mage,,,,,15004,15
,983367695,Tower Armour Low Vendor Rogue,,,,,15005,15
,983433234,Tower Armour High Vendor All Items,,,,,15006,18
,983498770,Tower Armour High Vendor Warrior,,,,,15007,18
,983564306,Tower Armour High Vendor Druid,,,,,15008,18
,983629842,Tower Armour High Vendor Ranger,,,,,15009,18
,983695378,Tower Armour High Vendor Mage,,,,,15010,18
,983760914,Tower Armour High Vendor Rogue,,,,,15011,18
,983826450,Tower Luxury Equipment,,,,,15012,18
,983891986,Tower Luxury Offhands,,,,,15013,18
,983957520,Tower Luxury Equipment LOW,,,,,15014,16
,984023056,Tower Luxury Offhands LOW,,,,,15015,16
,984088675,Newbie Shop,,,,,15016,99
,984154211,Testy Lux Shop,,,,,15017,99
,984219747,Warrior Armour,,,,,15018,99
,984285283,Druid Armour,,,,,15019,99
,984350819,Mage Armour,,,,,15020,99
,984416355,Ranger Armour,,,,,15021,99
,984481891,Rogue Armour,,,,,15022,99
,984547421,Rabbit Food,,,,,15023,93
,984612957,Dog Food,,,,,15024,93
,984678493,Spring2016 Mount Shop,,,,,15025,93
,984744035,Test Food Shop,,,,,15026,99
,984809571,Test Pet Shop,,,,,15027,99
,984875101,Bounty Rabbit Food,,,,,15028,93
,984940637,Bounty Dog Food,,,,,15029,93
,985006179,Test Lir Ring Shop 0,,,,,15030,99
,985071622,Test Lir Ring Shop 1,,,,,15031,6
,985137158,Test Lir Ring Shop 2,,,,,15032,6
,985202694,Test Lir Ring Shop 3,,,,,15033,6
,985268226,Lirs Reach Spice Shop,,,,,15034,2
,985333766,Shalemont Spice Shop,,,,,15035,6
,985399299,Stonevale Spice Shop,,,,,15036,3
,985464843,Fingals Cave Spice Shop,,,,,15037,11
,985530375,Otherworld Spice Shop,,,,,15038,7
,985595917,Murky Vaults Spice Shop,,,,,15039,13
,985661442,Fishing Rod Shop 1,,,,,15040,2
,985726982,Fishing Rod Shop 2,,,,,15041,6
,985792515,Fishing Rod Shop 3,,,,,15042,3
,985858059,Fishing Rod Shop 4,,,,,15043,11
,985923591,Fishing Rod Shop 5,,,,,15044,7
,985989132,Fishing Rod Shop 6,,,,,15045,12
,986054669,Fishing Rod Shop 7,,,,,15046,13
,986120202,Fishing Rod Shop 8,,,,,15047,10
,986185730,Bear Food,,,,,15048,2
,986251357,Wolf Food,,,,,15049,93
,986316812,Dunskeig Sewers Spice Shop,,,,,15050,12
,986382346,Carrowmore Tunnels Spice Shop,,,,,15051,10
,986447965,Spirit Food,,,,,15052,93
,986513420,Legacy Lux All,,,,,15053,12
,986578956,Legacy Lux Quest Shop,,,,,15054,12
,986644492,Legacy Lux Rings,,,,,15055,12
,986710028,Legacy Lux Bracelets,,,,,15056,12
,986775564,Legacy Lux Necks,,,,,15057,12
,986841181,Spider Food,,,,,15058,93
,986906717,Boar Food,,,,,15059,93
,,,,,,,,
,,,,,,,,
signpost_actions,3145729,,,,,,48,1
,3211265,It's the Celtic Heroes 2nd Anniversary Event! Head to Farcrag Castle and talk to the Town Crier to get involved in the celebrations!,,,,,49,1
,3276801,The Celtic festival of Beltane is now on! Head to Farcrag Castle and talk to the Town Crier to get involved in the celebrations!,,,,,50,1
,3342337,The Double Platinum Sale is now on! Purchase platinum today and receive double the usual amount!,,,,,51,1
,3407873,Final day of the Double Platinum Sale! Purchase platinum today and receive double the amount - don't miss out!,,,,,52,1
,3538945,,,,,,54,1
,3735553,,,,,,57,1
,3932161,,,,,,60,1
,4521985,,,,,,69,1
,4587521,,,,,,70,1
,4653057,,,,,,71,1
,4718593,,,,,,72,1
,4784129,,,,,,73,1
,4849665,,,,,,74,1
,4915201,,,,,,75,1
,5373953,,,,,,82,1
,5439489,,,,,,83,1
,5505025,,,,,,84,1
,5701633,,,,,,87,1
,5767169,,,,,,88,1
,5832705,,,,,,89,1
,5963777,,,,,,91,1
,6029313,,,,,,92,1
,6094849,,,,,,93,1
,6160385,,,,,,94,1
,6225921,,,,,,95,1
,6291457,,,,,,96,1
,6356993,,,,,,97,1
,6422529,,,,,,98,1
,6488065,,,,,,99,1
,6553601,,,,,,100,1
,6619137,,,,,,101,1
,6684673,,,,,,102,1
,6750209,,,,,,103,1
,7536641,,,,,,115,1
,7602177,,,,,,116,1
,7667713,,,,,,117,1
,7733249,,,,,,118,1
,7798785,,,,,,119,1
,7864321,,,,,,120,1
,8257537,,,,,,126,1
,8323073,,,,,,127,1
,8388609,,,,,,128,1
,8454145,,,,,,129,1
,8519681,,,,,,130,1
,8585217,,,,,,131,1
,9043969,,,,,,138,1
,9109505,,,,,,139,1
,9175041,,,,,,140,1
,9240577,,,,,,141,1
,9306113,,,,,,142,1
,9371649,,,,,,143,1
,9437185,,,,,,144,1
,9502721,,,,,,145,1
,9568257,,,,,,146,1
,9633793,,,,,,147,1
,9699329,,,,,,148,1
,9764865,,,,,,149,1
,9895937,,,,,,151,1
,9961473,,,,,,152,1
,10027009,,,,,,153,1
,10092545,,,,,,154,1
,10158081,,,,,,155,1
,10223617,,,,,,156,1
,10289153,,,,,,157,1
,10354689,,,,,,158,1
,10420225,,,,,,159,1
,10485761,,,,,,160,1
,10551297,,,,,,161,1
,10616833,,,,,,162,1
,10682369,,,,,,163,1
,10747905,,,,,,164,1
,10813441,,,,,,165,1
,10878977,,,,,,166,1
,10944513,,,,,,167,1
,11010049,,,,,,168,1
,11141121,,,,,,170,1
,11206657,,,,,,171,1
,11272193,,,,,,172,1
,11534337,,,,,,176,1
,11599873,,,,,,177,1
,11665409,,,,,,178,1
,11730945,,,,,,179,1
,12058625,,,,,,184,1
,12124161,,,,,,185,1
,12189697,,,,,,186,1
,12255233,,,,,,187,1
,12320769,,,,,,188,1
,12386305,,,,,,189,1
,12451841,,,,,,190,1
,12517377,,,,,,191,1
,12582913,,,,,,192,1
,12648449,,,,,,193,1
,12713985,,,,,,194,1
,12779521,,,,,,195,1
,12845057,,,,,,196,1
,12910593,,,,,,197,1
,12976129,,,,,,198,1
,13107201,,,,,,200,1
,13172737,,,,,,201,1
,13303809,,,,,,203,1
,13369345,,,,,,204,1
,13434881,,,,,,205,1
,13500417,,,,,,206,1
,13500418,Tutorial 5 Test,,,,,206,2
,13565953,,,,,,207,1
,13631489,,,,,,208,1
,13697025,,,,,,209,1
,13762561,,,,,,210,1
,13828097,,,,,,211,1
,13893633,,,,,,212,1
,13959169,,,,,,213,1
,14024705,You have completed the tutorial quest chain! Check your quest log for quest hints and guidance.,,,,,214,1
,14090241,To celebrate the launch of Celtic Heroes on Android we're giving away a free gift - visit the Item Shop now!,,,,,215,1
,14155777,To celebrate the weekend we're giving away some free potions - visit the Item Shop now to claim yours!,,,,,216,1
,14155778,,,,,,216,2
,14352385,Celebrate your Celtic spirit with some FREE potions - visit the Offers Page now!,,,,,219,1
,14483457,Sigil Sale is now on! Check the item shop today!,,,,,221,1
,14548993,1 Hour Flash Sale now on! Check the item store now!,,,,,222,1
,14614529,1 Hour Flash Sale now on! Check the item store now!,,,,,223,1
,14680065,1 Hour Flash Sale now on! Check the item store now!,,,,,224,1
,14745601,Flash Sale 6 HOURS ONLY!! Check the item store now!,,,,,225,1
,14811137,Flash Sale 12 HOURS ONLY!! Check the item store now!,,,,,226,1
,14876673,1 Hour Flash Sale now on! Check the item store now!,,,,,227,1
,14942209,1 Hour Flash Sale now on! Check the item store now!,,,,,228,1
,15007745,Flash Sale 6 HOURS ONLY!! Check the item store now!,,,,,229,1
,15073281,We're giving away FREE potions - visit the Offers Page now!,,,,,230,1
,15335425,,,,,,234,1
,15400961,,,,,,235,1
,15466497,,,,,,236,1
,15532033,,,,,,237,1
,15597569,,,,,,238,1
,15663105,,,,,,239,1
,15728641,,,,,,240,1
,16121857,To celebrate the launch of the Destiny Engine on iOS we're giving away a free gift - visit the Offers Page now!,,,,,246,1
,16187393,12 Hr Flash Sale now on! Visit the Item Store now!,,,,,247,1
,16252929,48 Hr Flash Sale now on! Visit the Item Store now!,,,,,248,1
,16384001,Receive 25% extra free on 4000 platinum this weekend! Visit the Item Shop to get yours today!,,,,,250,1
,16449537,Claim 5 FREE Sigils of Energy in the Special Offers page! One claim per account!,,,,,251,1
,16515073,Free Super Knowledge Potions! Visit the Special Offers page before Monday to claim yours! 1 claim per account.,,,,,252,1
,16580609,,,,,,253,1
,16646145,,,,,,254,1
,16711681,,,,,,255,1
,19660801,,,,,,300,1
,32964609,,,,,,503,1
,33030145,,,,,,504,1
,33095681,,,,,,505,1
,33161217,,,,,,506,1
,33226753,,,,,,507,1
,33292289,,,,,,508,1
,33357825,,,,,,509,1
,33423361,,,,,,510,1
,33488897,,,,,,511,1
,33554433,,,,,,512,1
,33619969,,,,,,513,1
,33685505,,,,,,514,1
,33751041,,,,,,515,1
,33816577,,,,,,516,1
,33882113,,,,,,517,1
,33947649,,,,,,518,1
,34013185,,,,,,519,1
,34078721,,,,,,520,1
,34144257,,,,,,521,1
,34209793,,,,,,522,1
,34275329,,,,,,523,1
,34340865,,,,,,524,1
,34406401,,,,,,525,1
,34471937,,,,,,526,1
,34537473,,,,,,527,1
,34603009,,,,,,528,1
,34668545,,,,,,529,1
,34734081,,,,,,530,1
,34799617,,,,,,531,1
,34865153,,,,,,532,1
,34930689,,,,,,533,1
,34996225,,,,,,534,1
,35061761,,,,,,535,1
,35127297,,,,,,536,1
,35192833,,,,,,537,1
,35258369,,,,,,538,1
,35323905,,,,,,539,1
,35389441,,,,,,540,1
,35454977,,,,,,541,1
,35520513,,,,,,542,1
,35586049,,,,,,543,1
,35651585,,,,,,544,1
,35717121,,,,,,545,1
,35782657,,,,,,546,1
,35848193,Hero! Epic value Heroes Starter Kits are now available! Visit the Item Shop to get one!,,,,,547,1
,35913729,,,,,,548,1
,35979265,,,,,,549,1
,36044801,,,,,,550,1
,36110337,,,,,,551,1
,36175873,,,,,,552,1
,36765697,,,,,,561,1
,36831233,,,,,,562,1
,36896769,,,,,,563,1
,36962305,,,,,,564,1
,37027841,,,,,,565,1
,37093377,,,,,,566,1
,37093378,,,,,,566,2
,37158913,"Greetings adventure;Greetings adventure,\n\nThank you for answering our summons in this time of peril. In order to aid your journey I've given order for a small package to be left to help you on your way.\n\nLord McLir;Lord McLir",,,,,567,1
,37224449,,,,,,568,1
,37289985,,,,,,569,1
,37355521,,,,,,570,1
,37421057,,,,,,571,1
,37486593,,,,,,572,1
,37552129,,,,,,573,1
,37617665,,,,,,574,1
,37683201,,,,,,575,1
,37748737,,,,,,576,1
,37814273,,,,,,577,1
,37879809,,,,,,578,1
,37945345,,,,,,579,1
,38010881,,,,,,580,1
,38076417,,,,,,581,1
,38141953,,,,,,582,1
